Price,Close,High,Low,Open,Volume,return_1d,return_3d,return_5d,vol_10d,vol_20d,ma_10d,ma_20d,target
2017-03-09,20858.189453125,20900.5703125,20777.16015625,20864.3203125,275960000,0.00011790449529858194,-0.004588566919404902,-0.00689337008780655,0.005389780124013129,0.004459816080651032,20918.869140625,20736.58154296875,1
2017-03-10,20902.98046875,20940.2890625,20827.66015625,20919.009765625,315430000,0.0021474066924964674,-0.0010408385624947059,-0.004890597088366255,0.005423464870830874,0.004364607061841405,20926.9912109375,20773.110546875,0
2017-03-13,20881.48046875,20926.060546875,20845.7109375,20899.279296875,289260000,-0.0010285614547715927,0.0012346726497345362,-0.003477054182727257,0.005439909361237151,0.004347282789368282,20931.3953125,20803.71611328125,0
2017-03-14,20837.369140625,20874.0,20786.310546875,20848.599609375,246820000,-0.0021124617189386408,-0.0009981840728213731,-0.004176421902991945,0.005473748238955573,0.0042124434948569885,20933.908203125,20824.9765625,1
2017-03-15,20950.099609375,20977.470703125,20859.599609375,20874.779296875,306590000,0.005410014478757663,0.002254182875759847,0.004524854248879162,0.002992466914718003,0.004255650811925592,20917.3630859375,20847.26103515625,0
2017-03-16,20934.55078125,21000.109375,20893.5,20969.26953125,264360000,-0.000742183971194188,0.0025415014313483475,0.0036609758625794075,0.0025340510959051634,0.0041572700514103745,20910.52109375,20863.39560546875,0
2017-03-17,20914.619140625,20980.509765625,20911.0703125,20965.369140625,535280000,-0.0009520930653478255,0.0037072818299979104,0.0005567948500166953,0.0025356325764243786,0.004174753398148516,20901.4119140625,20878.1380859375,0
2017-03-20,20905.859375,20955.44921875,20885.69921875,20916.26953125,253610000,-0.00041883457528446577,-0.002111695657771584,0.0011674893591229196,0.0024358031506345025,0.004181132618612399,20896.5638671875,20892.228515625,0
2017-03-21,20668.009765625,20970.0390625,20653.259765625,20956.330078125,369320000,-0.011377174461406181,-0.0127321105864725,-0.008127675516858446,0.004299243221743129,0.004796893588426937,20870.8888671875,20888.47900390625,0
2017-03-22,20661.30078125,20686.2109375,20578.94921875,20640.419921875,325090000,-0.0003246071804242634,-0.012112023540650996,-0.013785081384327436,0.00424236856703501,0.004779362989225867,20851.4458984375,20882.7640625,0
2017-03-23,20656.580078125,20757.890625,20618.619140625,20645.0703125,280050000,-0.0002284804415259023,-0.011923896186401106,-0.013278083013558817,0.004234285873778571,0.004757685759415128,20831.2849609375,20875.07705078125,0
2017-03-24,20596.720703125,20718.330078125,20529.669921875,20674.44921875,292980000,-0.002897835690787498,-0.003449246604216749,-0.015199819578952223,0.004121611816626908,0.004785366537813118,20800.658984375,20863.82509765625,0
2017-03-27,20550.98046875,20578.4609375,20412.80078125,20488.349609375,269380000,-0.0022207532468049296,-0.005339465973996926,-0.016975092957641214,0.004124754676870436,0.0047895240540190695,20767.608984375,20849.5021484375,1
2017-03-28,20701.5,20735.609375,20520.099609375,20542.140625,299670000,0.007324201951283138,0.0021746059466334344,0.0016203899047262382,0.004981523728801568,0.005109407647344789,20754.0220703125,20843.96513671875,0
2017-03-29,20659.3203125,20684.73046875,20625.029296875,20675.75,238320000,-0.002037518416539874,0.0030392998126882453,-9.585402056566661e-05,0.0045105147242949966,0.0037383356598940237,20724.944140625,20821.15361328125,1
2017-03-30,20728.490234375,20753.779296875,20643.599609375,20662.7890625,270900000,0.003348121856320052,0.008637532690711325,0.0034812227376472826,0.004754407749479095,0.00372317295716671,20704.3380859375,20807.42958984375,0
2017-03-31,20663.220703125,20722.58984375,20660.6796875,20700.33984375,303770000,-0.003148783655345988,-0.001849107401637573,0.0032286693089891294,0.004803545427212972,0.0037589847104523345,20679.1982421875,20790.305078125,0
2017-04-03,20650.2109375,20692.33984375,20517.8203125,20665.169921875,285670000,-0.0006296097695472902,-0.00044093294756109014,0.0048285028979950795,0.0048002071017628845,0.003739403648159815,20653.6333984375,20775.0986328125,1
2017-04-04,20689.240234375,20701.2890625,20605.30078125,20634.939453125,237390000,0.0018900192832473905,-0.0018935291261545917,-0.000592216294712955,0.0032704062844820295,0.003780110325517291,20655.7564453125,20763.32265625,0
2017-04-05,20648.150390625,20887.5,20639.55078125,20745.060546875,284980000,-0.001986048945467278,-0.000729330278010365,-0.0005406722828263932,0.0033363340755710453,0.003741225124180672,20654.44140625,20752.94365234375,1
2017-04-06,20662.94921875,20746.4609375,20612.169921875,20653.76953125,251720000,0.0007167144681259341,0.0006168596189430886,-0.003161880816399787,0.003344367890394038,0.003748762989610033,20655.0783203125,20743.181640625,0
2017-04-07,20656.099609375,20726.0703125,20606.94921875,20647.810546875,219730000,-0.00033149233937934675,-0.0016018290002228763,-0.0003446265155035988,0.003189095693796644,0.0036985415343107394,20661.0162109375,20730.83759765625,1
2017-04-10,20658.01953125,20750.330078125,20614.859375,20668.220703125,230480000,9.294697020778564e-05,0.0004779672967454296,0.0003781362705510549,0.003068135691981204,0.0037000019107355326,20671.7201171875,20719.66455078125,0
2017-04-11,20651.30078125,20660.029296875,20512.560546875,20644.3203125,255120000,-0.00032523688874608325,-0.0005637354753517121,-0.0018337770113937557,0.0019248653253594735,0.003681339318277358,20666.7001953125,20710.3611328125,0
2017-04-12,20591.859375,20642.5390625,20553.029296875,20637.94921875,267670000,-0.0028783371507508093,-0.00310998860335876,-0.0027262013575103383,0.002027674657871605,0.003446958105594522,20659.9541015625,20692.44912109375,0
2017-04-13,20453.25,20612.26953125,20453.25,20561.689453125,235810000,-0.006731270473237627,-0.0099123505493951,-0.010148561879042672,0.0024582921682678514,0.0036882251551271436,20632.430078125,20668.38408203125,1
2017-04-17,20636.919921875,20644.41015625,20484.75,20484.75,229240000,0.008979987135296241,-0.000696365789609521,-0.0009285241581278303,0.003982480988791669,0.004329929717847572,20629.8,20654.49912109375,0
2017-04-18,20523.279296875,20600.119140625,20462.279296875,20561.390625,263180000,-0.005506665986504178,-0.0033304461183462086,-0.006522417803467295,0.004334833375737124,0.004462495110931184,20617.1068359375,20635.3701171875,0
2017-04-19,20404.490234375,20546.689453125,20379.55078125,20503.51953125,294790000,-0.005788015686074455,-0.0023839617481329345,-0.011951331758195516,0.0045192822644729465,0.003914042826654968,20588.6318359375,20622.194140625,1
2017-04-20,20578.7109375,20629.779296875,20406.6796875,20406.6796875,312440000,0.00853835117289492,-0.0028206236490406766,-0.0006385259951786626,0.005483872075247997,0.0044199663941781875,20581.687890625,20618.0646484375,0
2017-04-21,20547.759765625,20601.400390625,20505.330078125,20578.099609375,369600000,-0.0015040384195590395,0.001192814676245657,0.004620770079327263,0.005482041457558634,0.004429727957714033,20570.1689453125,20612.6236328125,1
2017-04-24,20763.890625,20792.19921875,20723.58984375,20723.58984375,342400000,0.010518463415976509,0.01761378924426782,0.0061525994967113196,0.0065069678431768484,0.004988956388195368,20580.948046875,20620.98212890625,1
2017-04-25,20996.119140625,21026.970703125,20909.380859375,20915.509765625,348180000,0.011184248646801898,0.02028349610394531,0.023039195486756148,0.007317199030347852,0.005491240156556351,20614.7580078125,20643.2390625,0
2017-04-26,20975.08984375,21070.900390625,20972.26953125,21009.94921875,328550000,-0.001001580184135542,0.02079691815552054,0.02796441385307058,0.007340560792570336,0.005305918106624089,20647.1369140625,20656.9185546875,1
2017-04-27,20981.330078125,21005.80078125,20935.80078125,20991.119140625,305690000,0.00029750691994578915,0.010471999542474908,0.01956483775139284,0.007193413941387757,0.005268765912289249,20686.083984375,20673.01904296875,0
2017-04-28,20940.509765625,20987.759765625,20926.75,20987.390625,329990000,-0.0019455540877534316,-0.0026485549366311867,0.019114005832258307,0.006697581993701545,0.005266287259750077,20734.8099609375,20683.62001953125,0
2017-05-01,20913.4609375,20976.619140625,20898.380859375,20962.73046875,288160000,-0.0012916986466777747,-0.002938195102337726,0.007203385685335739,0.006351142955363947,0.005214271723314074,20762.4640625,20696.13203125,1
2017-05-02,20949.890625,20960.919921875,20904.060546875,20941.189453125,338810000,0.0017419253374115762,-0.0014984490024194663,-0.0022017647792611506,0.005877614844883635,0.005211444751653215,20805.1251953125,20711.116015625,1
2017-05-03,20957.900390625,20972.740234375,20874.1796875,20915.0,310920000,0.0003823297108502821,0.0008304776337655362,-0.0008195174968521624,0.005250909872015415,0.005204735357912426,20860.4662109375,20724.5490234375,0
2017-05-04,20951.470703125,20990.7890625,20847.94921875,20987.830078125,274720000,-0.00030679063170258036,0.0018174785005022898,-0.0014231402341423616,0.004889190782908609,0.005173284296308113,20897.7421875,20739.7150390625,1
2017-05-05,21006.939453125,21006.939453125,20905.0,20929.0390625,260960000,0.002647487175767793,0.00272310863794778,0.003172305175160872,0.004751065493667508,0.00519077136247547,20943.66015625,20756.91455078125,1
2017-05-08,21012.279296875,21017.890625,20971.05078125,20991.259765625,276150000,0.00025419427527340055,0.002594673380274637,0.004725107894399727,0.0037664019415350304,0.005185471956346123,20968.4990234375,20774.72353515625,0
2017-05-09,20975.779296875,21046.849609375,20938.0390625,21022.279296875,273000000,-0.001737079518328577,0.0011602332883664523,0.0012357425792048904,0.0014839575516703127,0.005215923147154983,20966.4650390625,20790.6115234375,0
2017-05-10,20943.109375,20976.279296875,20884.150390625,20958.490234375,283340000,-0.0015575069422982812,-0.0030385234492359414,-0.0007057489228079472,0.0015313129467887125,0.005236857496999028,20963.2669921875,20805.201953125,0
2017-05-11,20919.419921875,20933.359375,20798.900390625,20925.720703125,287680000,-0.0011311335246750875,-0.004419290914994156,-0.0015297628364208116,0.0015512788302870183,0.005188109178324802,20957.0759765625,20821.57998046875,0
2017-05-12,20896.609375,20916.099609375,20869.740234375,20893.189453125,288500000,-0.0010904005445747655,-0.003774349489212736,-0.005252077694192003,0.0014716711120085692,0.004902476940331026,20952.6859375,20843.74794921875,1
2017-05-15,20981.939453125,21000.830078125,20923.630859375,20923.630859375,313170000,0.004083441317857428,0.001854074169681308,-0.0014439101689701639,0.0019394878955014516,0.0046003691116860606,20959.5337890625,20860.99892578125,0
2017-05-16,20979.75,21033.529296875,20932.880859375,20984.48046875,311580000,-0.00010434941583414847,0.0028839269133802414,0.00018929943287449014,0.0018768701969830214,0.004360490438477362,20962.5197265625,20883.8224609375,0
2017-05-17,20606.9296875,20846.169921875,20601.080078125,20846.169921875,423200000,-0.017770484038179712,-0.013862521057916855,-0.01605204277361516,0.005959343223905755,0.0059070097451836435,20927.42265625,20893.94443359375,1
2017-05-18,20663.01953125,20759.19921875,20553.44921875,20579.650390625,422590000,0.0027218923246010718,-0.015199735114453383,-0.012256572676610733,0.006111416246313039,0.005627532265223604,20898.5775390625,20898.15986328125,1
2017-05-19,20804.83984375,20857.130859375,20687.939453125,20698.279296875,365180000,0.006863484414052712,-0.008337094400552969,-0.0043915991155861756,0.006548992570703842,0.0058010149302143085,20878.367578125,20911.0138671875,1
2017-05-22,20894.830078125,20914.259765625,20860.16015625,20867.76953125,276120000,0.004325447109944092,0.013971047360812783,-0.004151635991258451,0.00675524798529175,0.005397069151812904,20866.62265625,20917.56083984375,1
2017-05-23,20937.91015625,20961.140625,20896.220703125,20908.669921875,244950000,0.0020617577632326967,0.013303507001203974,-0.0019942965836103888,0.0067871683669545905,0.004781711046371384,20862.8357421875,20914.650390625,1
2017-05-24,21012.419921875,21022.8203125,20933.580078125,20949.2109375,283180000,0.0035586056616427886,0.009977489838133069,0.01967737263746616,0.006862508718561812,0.004846144897341364,20869.766796875,20916.51689453125,1
2017-05-25,21082.94921875,21112.3203125,21051.41015625,21062.9609375,268970000,0.0033565527976897602,0.009003142878962311,0.02032276487300977,0.006901380808509252,0.004900669049159269,20886.1197265625,20921.5978515625,0
2017-05-26,21080.279296875,21092.8203125,21050.490234375,21070.150390625,208000000,-0.00012663891789033155,0.006799586948390113,0.013239200839498144,0.006878731545060683,0.004874527036500315,20904.48671875,20928.586328125,0
2017-05-30,21029.470703125,21063.619140625,21009.599609375,21045.490234375,242810000,-0.0024102429116075186,0.0008114620454662269,0.006443729118474906,0.006850951312919598,0.004900629205038167,20909.23984375,20934.38681640625,0
2017-05-31,21008.650390625,21051.69921875,20942.5703125,21048.4609375,371580000,-0.00099005404339092,-0.003524119294416539,0.003378571874991243,0.00686172379775381,0.004896046653552797,20912.1298828125,20937.3248046875,1
2017-06-01,21144.1796875,21144.1796875,20994.220703125,21030.55078125,276730000,0.006451118675166345,0.0030312876658362686,0.006270565985016852,0.00304053149737096,0.005095117767370342,20965.8548828125,20946.63876953125,1
2017-06-02,21206.2890625,21225.0390625,21129.560546875,21142.08984375,329700000,0.0029374218304016875,0.008408122195330714,0.005850217750385189,0.0030424029934068724,0.005121165319782934,21020.1818359375,20959.3796875,0
2017-06-05,21184.0390625,21224.41015625,21168.689453125,21195.029296875,269790000,-0.001049217047566553,0.008348402615775186,0.00492212480507237,0.002832897800529388,0.005110730554556198,21058.1017578125,20968.23466796875,0
2017-06-06,21136.23046875,21180.470703125,21118.4609375,21145.48046875,283550000,-0.0022568214498164263,-0.000375953045589128,0.005076673927372655,0.0029462998458883636,0.005146058097715261,21082.241796875,20974.4322265625,1
2017-06-07,21173.689453125,21189.83984375,21113.310546875,21171.5703125,273400000,0.0017722641901725122,-0.0015372613887758568,0.007855767002227232,0.0029377912257411566,0.0051325114635908135,21105.8197265625,20984.327734375,1
2017-06-08,21182.529296875,21265.689453125,21138.16015625,21169.759765625,330330000,0.0004174918957591256,-7.126901628839999e-05,0.001813719422639526,0.00281390639111508,0.0051101515666840125,21122.8306640625,20996.29873046875,1
2017-06-09,21271.970703125,21305.349609375,21159.44921875,21208.9609375,397200000,0.004222413905179634,0.006422159077783096,0.0030972717777928427,0.0029125583229931253,0.0051557567687856385,21141.7328125,21013.92626953125,0
2017-06-12,21235.669921875,21277.080078125,21186.150390625,21259.94921875,528080000,-0.001706507674188673,0.002927239907207113,0.002437252840342241,0.003015277130906769,0.0051697740241586805,21157.271875,21030.879296875,1
2017-06-13,21328.470703125,21332.76953125,21256.830078125,21256.830078125,323510000,0.004370042555351894,0.006889706333205847,0.009095294199182202,0.002990716554319667,0.005179689929343397,21187.171875,21048.205859375,1
2017-06-14,21374.560546875,21391.970703125,21294.08984375,21342.7109375,295090000,0.002160953984537084,0.0048227710155188674,0.009486825344949601,0.002872616052460385,0.005182899054886052,21223.762890625,21067.94638671875,0
2017-06-15,21359.900390625,21367.279296875,21261.869140625,21291.689453125,317200000,-0.0006858693640905411,0.005850084749246864,0.008373461509913582,0.0024209378451022644,0.0027925314007079685,21245.3349609375,21105.594921875,1
2017-06-16,21384.279296875,21384.419921875,21308.009765625,21335.9296875,603260000,0.001141339884745074,0.002616624254350386,0.005279651580824218,0.0023275567182932167,0.00278742012429968,21263.133984375,21141.65791015625,1
2017-06-19,21528.990234375,21528.990234375,21436.080078125,21444.75,289400000,0.006767164583430629,0.007224929240595701,0.013812623457565065,0.0028719328190813815,0.002778134673569141,21297.6291015625,21177.8654296875,0
2017-06-20,21467.140625,21535.029296875,21464.240234375,21521.25,310200000,-0.0028728523122392158,0.005020633636572125,0.006501634543103041,0.002969293137506112,0.0028864309591921547,21330.7201171875,21206.48095703125,0
2017-06-21,21410.029296875,21492.619140625,21390.0,21466.390625,292500000,-0.002660406857282638,0.001204155615558422,0.001659390840911934,0.0032513282136989396,0.003015889237350304,21354.3541015625,21230.0869140625,0
2017-06-22,21397.2890625,21456.470703125,21394.810546875,21407.98046875,270680000,-0.0005950591752277301,-0.006117387320131451,0.0017504141494690817,0.0032910018539475004,0.002981935151679242,21375.830078125,21249.33037109375,0
2017-06-23,21394.759765625,21421.7890625,21333.890625,21380.919921875,368400000,-0.0001182064170658359,-0.0033717047202228567,0.0004901015650096152,0.0031016334519698625,0.0029328419153652396,21388.108984375,21264.9208984375,1
2017-06-26,21409.55078125,21506.2109375,21381.25,21434.6796875,241880000,0.000691338242963857,-2.235006866946332e-05,-0.005547842784297985,0.002996112214700754,0.0029258387284052233,21405.4970703125,21281.38447265625,0
2017-06-27,21310.66015625,21440.599609375,21310.66015625,21411.189453125,292170000,-0.004618995793531866,-0.004048592604276369,-0.007289301890898714,0.0031567738861623513,0.003089665848695957,21403.716015625,21295.4439453125,1
2017-06-28,21454.609375,21478.75,21372.359375,21372.359375,271510000,0.006754798663887618,0.0027973957188882626,0.002082205377061719,0.003789761159033665,0.0033455540332973,21411.7208984375,21317.74189453125,0
2017-06-29,21287.029296875,21487.380859375,21197.080078125,21487.380859375,336750000,-0.007810912573419926,-0.005722748955681145,-0.005152978272291331,0.004596418742958913,0.003641933413380459,21404.4337890625,21324.884375,1
2017-06-30,21349.630859375,21426.119140625,21325.080078125,21348.599609375,313260000,0.0029408313215968374,0.001828695255767121,-0.002109343911517514,0.004694690969538923,0.003642061323457615,21400.9689453125,21332.05146484375,1
2017-07-03,21479.26953125,21562.75,21391.7109375,21392.30078125,186810000,0.0060721739279194775,0.0011494106380112168,0.0032564321742358793,0.004584733014239899,0.003841424891214256,21395.996875,21346.81298828125,0
2017-07-05,21478.169921875,21505.359375,21404.759765625,21492.830078125,273690000,-5.119398373398809e-05,0.008979206179232424,0.007860374310172391,0.004489276651190274,0.0037833143836953375,21397.0998046875,21363.9099609375,0
2017-07-06,21320.0390625,21433.099609375,21305.380859375,21423.9296875,320450000,-0.007362399122000984,-0.0013860566053771617,-0.0062723263867394685,0.005020702394913466,0.004190449934849989,21388.10078125,21371.22744140625,1
2017-07-07,21414.33984375,21425.8203125,21350.720703125,21354.66015625,242240000,0.0044231054630601285,-0.003022900169185605,0.0059806629238627895,0.005245857127398672,0.004288285380779231,21389.805859375,21382.81796875,0
2017-07-10,21408.51953125,21446.390625,21371.109375,21381.23046875,270340000,-0.00027179509349661846,-0.003242845683703366,0.0027582993009520607,0.005246765890348413,0.004202787434008887,21391.1818359375,21389.64541015625,1
2017-07-11,21409.0703125,21441.619140625,21279.30078125,21410.169921875,247570000,2.5727199360892072e-05,0.00417594216122219,-0.003268231196031479,0.005242322200744486,0.004176411388904391,21391.1337890625,21398.3154296875,1
2017-07-12,21532.140625,21580.7890625,21467.9296875,21467.9296875,267870000,0.00574851269595511,0.005501023244682601,0.0025128166562287113,0.005250281502216423,0.004255738209099569,21413.2818359375,21408.49892578125,1
2017-07-13,21553.08984375,21568.720703125,21512.359375,21537.189453125,232270000,0.0009729278251915385,0.006752933676192452,0.010931067272757167,0.004855366895014775,0.004239357849522092,21423.1298828125,21417.425390625,1
2017-07-14,21637.740234375,21681.529296875,21521.720703125,21532.76953125,235590000,0.003927529242381267,0.010680983271911915,0.010432280063501498,0.003969379399420784,0.004300825870889835,21458.2009765625,21431.3173828125,0
2017-07-17,21629.720703125,21661.810546875,21617.66015625,21633.970703125,244780000,-0.0003706270231148556,0.004531833588886425,0.010332389941869247,0.003987124746790315,0.004305116850744701,21486.2099609375,21443.589453125,0
2017-07-18,21574.73046875,21589.939453125,21471.140625,21589.939453125,251110000,-0.0025423460214655247,0.0010040613738857562,0.007737849137394726,0.003768875478632291,0.0040992522887489885,21495.7560546875,21445.87646484375,1
2017-07-19,21640.75,21640.75,21565.83984375,21569.25,253040000,0.0030600396767703764,0.00013909796459321555,0.005044058409775509,0.0038504441778329664,0.004086371084648423,21512.0140625,21454.55693359375,0
2017-07-20,21611.779296875,21661.91015625,21576.9609375,21641.5390625,313950000,-0.001338710678927435,-0.0008294793306049542,0.002723018070748706,0.0027532437371431124,0.004044563620959924,21541.1880859375,21464.64443359375,0
2017-07-21,21580.0703125,21592.609375,21503.779296875,21591.720703125,362830000,-0.001467208411645493,0.00024750454044997205,-0.0026652469828333247,0.002654232560429151,0.00406139541480031,21557.7611328125,21473.78349609375,0
2017-07-24,21513.169921875,21577.779296875,21496.130859375,21577.779296875,284080000,-0.0031001006788309304,-0.005895363059274739,-0.005388455211682963,0.0029158928954889974,0.004136738336624066,21568.226171875,21479.70400390625,1
2017-07-25,21613.4296875,21670.619140625,21577.369140625,21638.560546875,304300000,0.004660390169793249,7.636532847810074e-05,0.001793728955550744,0.0031891462421859756,0.004250929343907367,21588.662109375,21489.89794921875,1
2017-07-26,21711.009765625,21742.69921875,21683.2890625,21690.380859375,278240000,0.004514789162843202,0.00606761012493795,0.003246641896653246,0.003001446164457397,0.004163745815691297,21606.5490234375,21509.9154296875,1
2017-07-27,21796.55078125,21798.470703125,21687.849609375,21717.419921875,407320000,0.003939983287209348,0.013172436252030684,0.008549572982254006,0.0031594556060946066,0.004001227374430521,21630.8951171875,21527.0125,1
2017-07-28,21830.310546875,21841.1796875,21756.119140625,21787.509765625,285630000,0.0015488581640192844,0.010034541602642166,0.011595895228851516,0.003011370418684006,0.003450756637987461,21650.1521484375,21554.1765625,1
2017-07-31,21891.119140625,21929.80078125,21861.7109375,21863.390625,307610000,0.0027855120805280187,0.008295762239726168,0.017568271906117205,0.003029844724643305,0.003446962963832374,21676.2919921875,21581.2509765625,1
2017-08-01,21963.919921875,21990.9609375,21940.810546875,21961.419921875,328410000,0.0033255851737108433,0.007678698446589749,0.01621631732874418,0.0027812366760599037,0.0032965303622303392,21715.2109375,21605.48349609375,1
2017-08-02,22016.240234375,22036.099609375,21967.4609375,22004.359375,336820000,0.002382102679580944,0.008517042719147883,0.0140587873178184,0.00275505742464811,0.003295877354619063,21752.7599609375,21632.38701171875,1
2017-08-03,22026.099609375,22044.849609375,21991.3203125,22007.580078125,278730000,0.00044782282964939135,0.006165992148821076,0.01053142905172244,0.002587111899260831,0.00261495005989739,21794.1919921875,21667.6900390625,1
2017-08-04,22092.810546875,22092.810546875,22024.640625,22058.390625,253640000,0.003028722228769265,0.005868288787177267,0.012024565543231613,0.0023122616072541813,0.002554553583443645,21845.466015625,21701.61357421875,1
2017-08-07,22118.419921875,22121.150390625,22081.970703125,22100.19921875,213010000,0.001159172344580739,0.0046411052210659776,0.010383241705910873,0.0014138457530999218,0.002520242486916034,21905.991015625,21737.10859375,0
2017-08-08,22085.33984375,22179.109375,22057.2890625,22095.140625,262000000,-0.001495589569320166,0.0026895471929031523,0.005528153549406722,0.0017931082288900055,0.0025932833723056425,21953.18203125,21770.9220703125,0
2017-08-09,22048.69921875,22057.189453125,21996.689453125,22022.33984375,277800000,-0.0016590473707548403,-0.0019966372332487214,0.0014743200487210562,0.001949679009197757,0.002490433539469998,21986.9509765625,21796.75,0
2017-08-10,21844.009765625,21988.19921875,21843.939453125,21988.19921875,303310000,-0.009283516052091323,-0.012406408650312728,-0.008267003553933616,0.0037753683994853886,0.0034198330092747127,21991.696875,21811.29599609375,1
